No.;Group;Description;Part Number;Alt. P/N;Min. Qty;Unit;Last Update
1,281;Repairable Part;DME KN-62A;006-1068-01;N/A;0.00;EA;August 22, 2016
1,282;Repairable Part;DME KN 62 A;066-1068--01;N/A;0.00;EA;August 22, 2016
1,283;Repairable Part;DME KN62A;066-1088-00;N/A;0.00;EA;August 22, 2016
1,284;Repairable Part;DME KN62A;066-10888-00;N/A;0.00;EA;August 22, 2016
1,285;Repairable Part;DME KN62A;066-1068-00;N/A;0.00;EA;August 22, 2016
1,286;Repairable Part;EGT IND;46188-3;N/A;0.00;EA;August 22, 2016
1,287;Repairable Part;EGT IND;46150;N/A;0.00;EA;August 22, 2016
1,288;Repairable Part;EGT IND;C668501-0211;45812;0.00;EA;August 22, 2016
1,289;Repairable Part;ELT ME 406;453-06669;N/A;0.00;EA;August 30, 2016
1,290;Repairable Part;ELT ME406;453-6603;N/A;0.00;EA;August 22, 2016
1,291;Repairable Part;ENGINE MOUNTING;0551023-25;N/A;0.00;EA;August 22, 2016
1,292;Repairable Part;FIREX;ABC POWDER;N/A;0.00;EA;August 22, 2016
1,293;Repairable Part;FIREX;FE-10P;N/A;0.00;EA;August 22, 2016
1,294;Repairable Part;FIREX;FE-10H;N/A;0.00;EA;August 22, 2016
1,295;Repairable Part;FIREX 6 KG;AF31;N/A;0.00;EA;September 05, 2016
1,296;Repairable Part;FUEL PRESS;6246-00331;N/A;0.00;EA;August 22, 2016
1,297;Repairable Part;FUEL PUMP;18000-A;N/A;0.00;EA;August 22, 2016
1,298;Repairable Part;FUEL PUMP 12V;1800-A;N/A;0.00;EA;August 22, 2016
1,299;Repairable Part;FUEL TANK;0526007-205;N/A;0.00;EA;August 22, 2016
1,300;Repairable Part;GLIDE SLOPE KN75;066-1063-00;N/A;0.00;EA;August 22, 2016
1,301;Repairable Part;GNS430;011-00280-10\;N/A;0.00;EA;September 30, 2016
1,302;Repairable Part;GNS430;011-00280-10;N/A;0.00;EA;August 22, 2016
1,303;Repairable Part;GOVERNOOR;E-8-5L;N/A;0.00;EA;August 22, 2016
1,304;Repairable Part;GPS 12XL;12XL;N/A;0.00;EA;August 22, 2016
1,305;Repairable Part;GPS AIRMAP2000C;2000C;N/A;0.00;EA;August 22, 2016
1,306;Repairable Part;GPS196;196;N/A;0.00;EA;August 22, 2016
1,307;Repairable Part;GPS296;296;N/A;0.00;EA;August 22, 2016
1,308;Repairable Part;GYRO HORIZON;504-0006-914;N/A;0.00;EA;August 22, 2016
1,309;Repairable Part;GYRO HORIZON;C661076-0101;N/A;0.00;EA;August 22, 2016
1,310;Repairable Part;GYRO HORIZON;RCA22-7;N/A;0.00;EA;August 22, 2016
1,311;Repairable Part;GYRO HORIZON;S3326-1;N/A;0.00;EA;August 22, 2016
1,312;Repairable Part;GYRO HORIZON;5000B-20;N/A;0.00;EA;August 22, 2016
1,313;Repairable Part;GYRO HORIZON;23-501-03;N/A;0.00;EA;August 22, 2016
1,314;Repairable Part;GYRO HORIZON;36100S;N/A;0.00;EA;August 22, 2016
1,315;Repairable Part;GYRO HORIZON;RCA22-11;N/A;0.00;EA;August 22, 2016
1,316;Repairable Part;HAWK EYE;HAWK EYE;N/A;0.00;EA;August 22, 2016
1,317;Repairable Part;HF;99681;N/A;0.00;EA;August 22, 2016
1,318;Repairable Part;HF;99391;N/A;0.00;EA;August 22, 2016
1,319;Repairable Part;HF200;2201;N/A;0.00;EA;August 22, 2016
1,320;Repairable Part;HSIKI-525D;066-3046-07;N/A;0.00;EA;August 22, 2016
1,321;Repairable Part;HT;IC-A24;N/A;0.00;EA;August 22, 2016
1,322;Repairable Part;HYDRAULIC PUM;636294;108AMC19SP-AL-1VT;0.00;EA;December 02, 2016
1,323;Repairable Part;HYDROULIC POWER PACK;HYC5005OVH;N/A;0.00;EA;August 23, 2016
1,324;Repairable Part;IND PRESS MANIFOLD;548-591;N/A;0.00;EA;August 22, 2016
1,325;Repairable Part;INTER COM;SPA 400;N/A;0.00;EA;August 22, 2016
1,326;Repairable Part;INTERCOM;SPA-400;N/A;0.00;EA;August 22, 2016
1,327;Repairable Part;KN62A DME;066-1068-01;N/A;0.00;EA;September 16, 2016
1,328;Repairable Part;LOG BOOK PROPELLER;1C160/DTM 7557 M1;N/A;0.00;EA;September 05, 2016
1,329;Repairable Part;LOOP L-346Q;41000;N/A;0.00;EA;November 04, 2016
1,330;Repairable Part;MARKER BEACONE RECEIVER;424410-512828;N/A;0.00;EA;August 22, 2016
1,331;Repairable Part;MASTER CYLINDER;10-30;N/A;0.00;EA;September 02, 2016
1,332;Repairable Part;MASTER CYLINDER;455-985;N/A;0.00;EA;August 22, 2016
1,333;Repairable Part;MOTOR AUTO PILOT;429649900;N/A;0.00;EA;August 22, 2016
1,334;Repairable Part;MOTOR FLAP;C301002-0103;N/A;0.00;EA;August 22, 2016
1,335;Repairable Part;MOTOR FLAP;C301002-0104;N/A;0.00;EA;August 22, 2016
1,336;Repairable Part;MOUNT;86212-002;N/A;0.00;EA;October 26, 2016
1,337;Repairable Part;MUFFELER;K1754001-23;N/A;0.00;EA;August 22, 2016
1,338;Repairable Part;MUFFELER;0554011-1;N/A;0.00;EA;August 22, 2016
1,339;Repairable Part;MUFFELER;K1754-21;N/A;0.00;EA;August 22, 2016
1,340;Repairable Part;MUFFLER;9954100-10;N/A;0.00;EA;August 22, 2016
1,341;Repairable Part;NAV COM KX155A;069-0132-0101;N/A;0.00;EA;August 22, 2016
1,342;Repairable Part;NAV/COM;MX385;N/A;0.00;EA;August 22, 2016
1,343;Repairable Part;NAV/COMM KX-155;069-1024-43;N/A;0.00;EA;September 01, 2016
1,344;Repairable Part;NAV/COMM KX155;069-1024-04;N/A;0.00;EA;August 22, 2016
1,345;Repairable Part;NAV/COMM KX155A;069-01032-0201;N/A;0.00;EA;August 22, 2016
1,346;Repairable Part;NAV/COMM KX155A;069-01032-0101;N/A;0.00;EA;August 22, 2016
1,347;Repairable Part;NAV/COMM KX165A;069-01033-0201;N/A;0.00;EA;August 22, 2016
1,348;Repairable Part;NAV/COMM RT385A;46660-1000;N/A;0.00;EA;August 22, 2016
1,349;Repairable Part;NEW TEMPEST TORNADO 3000;10-00609;N/A;0.00;EA;August 22, 2016
1,350;Repairable Part;OIL COOLER;10641R;N/A;0.00;EA;August 22, 2016
1,351;Repairable Part;OIL TEMP AND OIL PRESS IND;C669535-0101;N/A;0.00;EA;August 22, 2016
1,352;Repairable Part;OIL TEMP SENDER;3080-37;N/A;0.00;EA;August 22, 2016
1,353;Repairable Part;PANEL KMA 24;066-1055-02;N/A;0.00;EA;August 22, 2016
1,354;Repairable Part;PIPE EXCHAUST;LW16393;N/A;0.00;EA;August 22, 2016
1,355;Repairable Part;PROPELLER;1C160/DTM7557M1;N/A;0.00;ASSY;August 22, 2016
1,356;Repairable Part;PUMP HYDROLIC;38992-807;N/A;0.00;EA;August 22, 2016
1,357;Repairable Part;RECEIVER R443B;42100-0000;N/A;0.00;EA;August 22, 2016
1,358;Repairable Part;SAMMY DAMPER;0448572-1;N/A;0.00;EA;August 22, 2016
1,359;Repairable Part;SLAVING ACCESSORIES KA-51B;071-1242-01;N/A;0.00;EA;August 22, 2016
1,360;Repairable Part;STARTER;MZ-42222R;N/A;0.00;EA;August 22, 2016
1,361;Repairable Part;STARTER;PM2401H;N/A;0.00;EA;August 22, 2016
1,362;Repairable Part;STARTER;PM2401R;N/A;0.00;EA;August 22, 2016
1,363;Repairable Part;STARTER;149-LN;N/A;0.00;EA;August 22, 2016
1,364;Repairable Part;STARTER;149-NLR;N/A;0.00;EA;August 22, 2016
1,365;Repairable Part;STARTER;149-NL;N/A;0.00;EA;August 22, 2016
1,366;Repairable Part;STARTER;MZ-4222R;N/A;0.00;EA;September 01, 2016
1,367;Repairable Part;STRUT ASSEMBLY;0543062-206;N/A;0.00;EA;August 22, 2016
1,368;Repairable Part;TACHOMETER;SL1010-001-1-1;N/A;0.00;EA;August 22, 2016
1,369;Repairable Part;TACHOMETER IND;D1-112-5025;N/A;0.00;EA;August 22, 2016
1,370;Repairable Part;TACHOMETTER;78035-0181;N/A;0.00;EA;August 22, 2016
1,371;Repairable Part;TERRAIN DATA BASE;010-10201-21;N/A;0.00;EA;August 22, 2016
1,372;Repairable Part;TRANSPONDER;066-01156-0101;N/A;0.00;EA;August 22, 2016
1,373;Repairable Part;TRANSPONDER AT165;036090309;N/A;0.00;EA;August 22, 2016
1,374;Repairable Part;TRANSPONDER GTX 320;011-00259-10;N/A;0.00;EA;August 22, 2016
1,375;Repairable Part;TRANSPONDER KT76A;066-1062-00;N/A;0.00;EA;August 22, 2016
1,376;Repairable Part;TURBO CHARGER;465398-9002;N/A;0.00;EA;August 22, 2016
1,377;Repairable Part;TURN AND  BANK;1394T100-73;N/A;0.00;EA;August 22, 2016
1,378;Repairable Part;TURN AND BANK;1394T100-7Z;N/A;0.00;EA;August 22, 2016
1,379;Repairable Part;TURN AND BANK;13494T100-7Z;N/A;0.00;EA;September 05, 2016
1,380;Repairable Part;TURN AND BANK;1394T100-7B;N/A;0.00;EA;August 22, 2016
1,381;Repairable Part;TURN AND BANK;1394T100-1(7RZ);N/A;0.00;EA;August 22, 2016
1,382;Repairable Part;TURN COORDINATOR;1394T100-10RZ;N/A;0.00;EA;August 22, 2016
1,383;Repairable Part;VAC/AMP IND;S3280-1RX;N/A;0.00;EA;August 22, 2016
1,384;Repairable Part;VAC/AMP IND;S3280-1;N/A;0.00;EA;August 22, 2016
1,385;Repairable Part;VACUUM PUMP;AAC3215CC;N/A;0.00;EA;September 05, 2016
1,386;Repairable Part;VACUUMP PUMP;AA3215CC;N/A;0.00;EA;October 13, 2016
1,387;Repairable Part;VERTICAL SPEED IND;S3327-1RX;N/A;0.00;EA;August 22, 2016
1,388;Repairable Part;VHF NAV/COM KX155A;069-1032-0101;N/A;0.00;EA;October 15, 2016
1,389;Repairable Part;VHF NAV/COM RT-385A;46660-1100;N/A;0.00;EA;August 22, 2016
1,390;Repairable Part;VHR AIR BOND + CHARGER;K-A24;N/A;0.00;EA;September 05, 2016
1,391;Repairable Part;VOLTAGE REGULATOR;R25-400;N/A;0.00;EA;November 21, 2016
1,392;Repairable Part;VOR;46860-2200;N/A;0.00;EA;August 22, 2016
1,393;Repairable Part;VOR;013-00049-01;N/A;0.00;EA;August 22, 2016
1,394;Repairable Part;VOR;5057-2000;N/A;0.00;EA;August 22, 2016
1,395;Repairable Part;VOR;066-3056-02;N/A;0.00;EA;August 22, 2016
1,396;Repairable Part;VOR;066-3034-00;N/A;0.00;EA;August 22, 2016
1,397;Repairable Part;VOR;066-3056-01;N/A;0.00;EA;August 22, 2016
1,398;Repairable Part;VOR;46860-2000;N/A;0.00;EA;August 22, 2016
1,399;Repairable Part;VOR;50570-1000;N/A;0.00;EA;August 22, 2016
1,400;Repairable Part;VOR KI209A;066-3056-11;N/A;0.00;EA;August 22, 2016
1,401;Repairable Part;VOR/LOC/GS/GPS IND;0666-3056-11;N/A;0.00;EA;August 22, 2016
1,402;Repairable Part;VSI;C661080-0101;N/A;0.00;EA;August 22, 2016
1,403;Repairable Part;VSI;S3327-1;N/A;0.00;EA;August 22, 2016
1,404;Repairable Part;YAW SENSOR;XW-2006-Y REVA;N/A;0.00;EA;August 22, 2016
1,405;Rotable Part;A/H;102-0071-03;RCA22-11;0.00;EA;September 08, 2016
1,406;Rotable Part;AIRCRAFT ENGINE;O-320-D2J;N/A;0.00;EA;August 22, 2016
1,407;Rotable Part;ASPEN EFD1000 PRO INSTAL KIT;ASP_EFD_PRO_001;N/A;0.00;KITS;October 25, 2016
1,408;Rotable Part;ASPEN EFD1000 VFR INSTALL KITS;ASP_EFD_VFR_001;N/A;0.00;KITS;October 25, 2016
1,409;Rotable Part;CARBURATOR;10-5217-H;N/A;0.00;EA;August 22, 2016
1,410;Rotable Part;CARBURETOR;10-5217RPD;N/A;0.00;EA;August 22, 2016
1,411;Rotable Part;DGI;1U262-003-14;4000C;0.00;EA;September 08, 2016
1,412;Rotable Part;DOWEL;A-2973-6;N/A;0.00;EA;August 22, 2016
1,413;Rotable Part;LIFE VEST;AS1512;N/A;0.00;EA;August 22, 2016
1,414;Rotable Part;LIFE VEST;102MK3;N/A;0.00;EA;November 26, 2016
1,415;Rotable Part;LIFE VEST;P0723E105P;N/A;0.00;EA;August 22, 2016
1,416;Rotable Part;LIFE VEST;PO1723E105P;N/A;0.00;EA;August 22, 2016
1,417;Rotable Part;LIFE VEST;P01074-101;N/A;0.00;EA;August 22, 2016
1,418;Rotable Part;LIVEFEST;PO723E105P;N/A;0.00;EA;August 22, 2016
1,419;Rotable Part;MAGNETO;4371;N/A;0.00;EA;August 22, 2016
1,420;Rotable Part;MAGNETO DUAL;10-682555-13R;N/A;0.00;EA;August 22, 2016
1,421;Rotable Part;MAGNETO DUAL;10-682555-16R;N/A;0.00;EA;August 22, 2016
1,422;Rotable Part;OIL COOLER;8406R/20002A;N/A;0.00;EA;August 22, 2016
1,423;Rotable Part;PROPELLER;1C235/LFA7570;N/A;0.00;EA;August 22, 2016
1,424;Rotable Part;PROPELLER;1C160/DTM7557MI;N/A;0.00;EA;August 22, 2016
1,425;Rotable Part;SPACER;B-3898 (D-4521);N/A;0.00;EA;August 22, 2016
1,426;Tools;AFM8 KIT;AFM8-KIT;N/A;0.00;KIT;October 29, 2016
1,427;Tools;ATS 90 DEGREE ANGEL DRILL;12-01422;N/A;0.00;EA;August 22, 2016
1,428;Tools;BELT TENSION;OTC6673;N/A;0.00;EA;August 22, 2016
1,429;Tools;CABLE TENSION METER;ACM.200;N/A;0.00;EA;August 22, 2016
1,430;Tools;CABLE TESTER;MODEL E5;N/A;0.00;EA;August 22, 2016
1,431;Tools;CYLINDER PREASSURE TESTER;E2M;N/A;0.00;EA;August 30, 2016
1,432;Tools;HAND FUEL PUMP;LP-32;N/A;0.00;EA;September 08, 2016
1,433;Tools;RAPCO BRAKE RIVET;10-02065;N/A;0.00;EA;August 22, 2016
1,434;Tools;SHATOX PETROLEUM QUALITY ANALYZER;SX-150;N/A;0.00;EA;August 22, 2016
1,435;Tools;THREADED DRILL BIT;12-04089;N/A;0.00;EA;August 22, 2016
1,436;Tools;THREADED DRILL BIT;12-04066;N/A;0.00;EA;August 22, 2016
1,437;Tools;THREADED DRILL BIT;12-04077;N/A;0.00;EA;August 22, 2016
1,438;Tools;TOOL OIL PRESURE;304-00102;N/A;0.00;EA;August 22, 2016
1,439;Tools;VOTALITY FUEL;VOTALITY;N/A;0.00;EA;August 22, 2016
1,440;Tools;WEIGHING SCALE;M2000-3KP;N/A;0.00;SET;August 30, 2016
1,441;Tools;WIRE TWISTTER;J197;N/A;0.00;EA;September 05, 2016
;Group;Description;Part Number;Alt. P/N;Min. Qty;Unit;Last Update
